LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioMaizUSD,SuperficieSembradaMaizSantaFe,SuperficieSembradaMaizBuenosAires,SuperficieSembradaMaizCordoba,SuperficieCosechadaMaizSantaFe,SuperficieCosechadaMaizBuenosAires,SuperficieCosechadaMaizCordoba,ProduccionMaizSantaFe,ProduccionMaizBuenosAires,ProduccionMaizCordoba,RendimientoMaizSantaFe,RendimientoMaizBuenosAires,RendimientoMaizCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionMaizDiaAnterior,VariacionMaizTresDia,VariacionMaizSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasMaiz,PrecioPromedioSesentaDiasMaiz,PrecioPromedioNoventaDiasMaiz,PrecioRealDiaSiguiente,
0,0,0,1,84,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.1538,0.0999,0.0366,203.9,79.2,0,203.9,79.2,0,315.4,131.2,0,333.8,168.7,0,395.4,237.5,0,83.016,84.2693,86.0191,84.8,0.8
0,0,0,1,84.1,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0011,0.1027,0.0413,183.3,54.2,0,183.3,54.2,0,314,130.5,0,331.8,168.7,0,392.8,188.5,0,83.216,84.1938,85.8698,84.5,0.4
0,0,0,1,84.1,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0,0.0473,0.043,177.8,54.2,0,177.8,54.2,0,314,130.5,0,331.8,142.7,0,359.6,169.5,0,83.25,84.1244,85.789,84.5,0.4
0,0,0.4,1,85.2,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.013,0.0134,0.0566,177.8,51.7,0,177.8,51.7,0,314,130.5,0,319.9,139.2,0,353.6,169.4,0,83.3307,84.124,85.7082,82.9,2.3
1.3,0,6,1,85,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0023,0.0063,0.0503,79.1,13.6,0,79.1,13.6,0,314,130.9,0,319.9,139.6,0,344.7,169.8,0,83.4538,84.145,85.6561,82.9,2.1
48,0,11,1,84.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0023,0.0003,0.0465,49.8,21.4,0,49.8,21.4,0,315.4,142.4,0,369.7,158.6,0,394.5,190.8,0,83.2208,83.9795,85.6027,82.8,2
16.7,0,0,1,84.5,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0035,-0.0058,0.0198,97.8,32.4,0,97.8,32.4,0,363.4,153.4,0,417.7,167.1,0,442.5,201.8,0,83.284,83.9448,85.5465,82.4,2.1
0,0,0,1,84.5,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0,-0.0031,-0.0003,114.5,32.4,0,114.5,32.4,0,380.1,153.4,0,429.9,163.6,0,459.2,201.8,0,83.3307,83.9122,85.4794,82.4,2.1
0,0,0,1,82.9,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0189,-0.02,-0.02,64.7,11,0,64.7,11,0,380.1,146.4,0,429.9,163.6,0,449.7,201.8,0,83.3909,83.8234,85.2281,95.6,12.7
0,0,0,1,82.9,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0,-0.0127,-0.0181,16.7,0,0,16.7,0,0,380.1,146.4,0,429.9,163.6,0,448.3,201.1,0,83.3695,83.7787,85.0647,87.9,5
0,0,32,1,82.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0012,-0.0075,-0.0172,0,0,0,0,0,0,320.9,112.4,0,428.5,162.9,0,446.3,201.1,0,83.35,83.7404,84.9422,90.5,7.7
36.5,0,0,1,82.4,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0048,-0.0056,-0.018,0,32,0,0,32,0,318.4,144.4,0,428.5,194.9,0,446.3,207.1,0,83.3666,83.7208,84.8338,90.1,7.7
0,0,0,1,82.4,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0,-0.0036,-0.0136,36.5,32,0,36.5,32,0,354.9,144.4,0,465,194.9,0,470.9,203.6,0,83.4,83.6938,84.7056,87.9,5.5
1,0,2.7,1,95.6,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.1601,0.1583,0.149,36.5,38,0,36.5,38,0,354.9,150.4,0,416.6,191.4,0,470.9,207.6,0,83.5,83.6297,84.6014,83.8,11.8
0,0,3.5,1,87.9,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0805,0.0126,0.0367,37.5,40.7,0,37.5,40.7,0,355.9,153.1,0,417.6,194.1,0,471.9,210.3,0,83.5181,83.8765,84.6521,74.3,13.6
2.6,0,5.5,1,90.5,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0295,0.021,0.0613,37.5,44.2,0,37.5,44.2,0,355.9,155.8,0,417.6,197.6,0,471.9,211.3,0,83.65,83.9404,84.5802,86.6,3.9
7.9,0,1.5,1,90.1,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0044,-0.0135,0.0433,40.1,17.7,0,40.1,17.7,0,337.9,136.3,0,420.2,203.1,0,470,213.3,0,83.859,84.0382,84.5774,85.3,4.8
0.2,0,0,1,87.9,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0244,-0.0178,0.0058,11.5,19.2,0,11.5,19.2,0,340.3,137.8,0,428.1,204.1,0,477.9,214.8,0,84.0909,84.0297,84.6492,87.7,0.2
0,0,0,1,83.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0466,-0.0636,-0.0489,11.7,19.2,0,11.7,19.2,0,340.5,135.3,0,428.3,204.1,0,478.1,214.8,0,84.2636,84.0914,84.6492,87.1,3.3
0,0,0,1,74.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.1133,-0.1485,-0.1586,11.7,19.2,0,11.7,19.2,0,241.8,96.8,0,428.3,204.1,0,478.1,214.8,0,84.2954,84.0659,84.6267,87.2,12.9
0,0,0,1,86.6,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.1655,0.056,-0.0063,11.7,13.2,0,11.7,13.2,0,162.7,96.6,0,428.3,197.6,0,478.1,214.8,0,83.8409,83.8617,84.476,84.9,1.7
0,0,0,1,85.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.015,0.0457,-0.0066,10.7,10.5,0,10.7,10.5,0,162.7,84.1,0,428.3,197.6,0,478.1,214.8,0,84.5045,83.9191,84.5126,86.1,0.8
0,0,0,1,87.7,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0281,0.0686,0.0257,10.7,7,0,10.7,7,0,162.7,83.6,0,428.3,197.6,0,478.1,214.8,0,85.0727,83.9787,84.5183,87.3,0.4
0,0,0,1,87.1,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0068,0.0065,0.0235,8.1,1.5,0,8.1,1.5,0,162.7,83.6,0,369.1,163.6,0,476.7,214.1,0,85.2409,84.1638,84.5183,89.5,2.4
0,0,0,1,87.2,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0011,0.0057,0.0298,0.2,0,0,0.2,0,0,162.7,83.6,0,366.6,163.6,0,476.7,214.1,0,85.3772,84.225,84.5126,88.3,1.1
15.8,0,6,1,84.9,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0263,-0.0278,0.0038,30.1,54,0,30.1,54,0,191.5,131.2,0,396.7,217.6,0,506.8,268.1,0,85.56,84.3804,84.5028,86.8,1.9
2.5,0,10,1,86.1,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0141,-0.0034,0.0161,45.9,60,0,45.9,60,0,203,133.2,0,412.5,223.6,0,474.2,264.6,0,85.5285,84.3608,84.476,86.3,0.2
1.1,0,0,1,87.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0139,0.0143,0.0102,48.4,70,0,48.4,70,0,161.3,132.2,0,415,233.6,0,476.7,274.6,0,85.5545,84.3369,84.4676,86,1.3
0,0,0,1,89.5,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0252,0.0394,0.0345,49.5,70,0,49.5,70,0,114.4,121.2,0,416.1,232.8,0,477.8,274.6,0,85.6681,84.4,84.4788,85.3,4.2
0,0,0,1,88.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0134,0.0076,0.0136,49.5,70,0,49.5,70,0,97.7,121.2,0,395.5,207.8,0,477.8,274.6,0,85.8954,84.5062,84.5267,85.3,3
0,0,0,1,86.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0169,-0.0177,-0.0045,19.4,16,0,19.4,16,0,97.7,121.2,0,291.3,166.8,0,477.8,274.1,0,86.0681,84.6434,84.5605,82.3,4.5
0,0,0,1,86.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0057,-0.0215,-0.0098,3.6,10,0,3.6,10,0,97.7,121.2,0,212.2,166.6,0,477.8,267.6,0,86.1,84.7239,84.5732,83.5,2.8
0,0,0,1,86,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0034,-0.013,-0.0118,1.1,0,0,1.1,0,0,97.7,121.2,0,212.2,154.1,0,477.8,267.6,0,86.1083,84.8086,84.5957,84.8,1.2
0,0,0,1,85.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0081,-0.0123,-0.0216,3.2,0.2,0,3.2,0.2,0,100.9,121.4,0,215.4,153.8,0,421.8,233.8,0,86.3826,84.834,84.6085,85.4,0.1
0,0,0,1,85.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0,-0.0065,-0.0203,3.2,0.2,0,3.2,0.2,0,64.4,89.4,0,215.4,153.4,0,419.3,233.8,0,86.8809,85.0377,84.6214,85,0.3
0,0,0,1,82.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0351,-0.0378,-0.0516,3.2,0.2,0,3.2,0.2,0,64.4,89.4,0,214.1,147.4,0,419.3,233.8,0,86.809,85.1066,84.6385,83.1,0.8
0,0,1.5,1,83.5,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0145,-0.0094,-0.0263,3.2,0.2,0,3.2,0.2,0,64.4,83.4,0,209.8,143.4,0,419.3,233.8,0,86.613,85.0911,84.61,83.8,0.3
0,0,0,1,84.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0155,0.0131,-0.0031,3.2,1.7,0,3.2,1.7,0,63.4,82.2,0,165.6,133.9,0,419.3,235.3,0,86.0869,84.8311,84.6028,83.9,0.9
0,0,0,1,85.4,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.007,0.0223,0.0072,0,1.5,0,0,1.5,0,63.4,78.7,0,117.6,122.9,0,419.3,234.5,0,85.9521,84.8266,84.6014,82.3,3.1
0,0,0,1,85,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0046,0.0051,0.004,0,1.5,0,0,1.5,0,60.8,73.2,0,100.9,122.9,0,398.7,209.5,0,85.7304,84.8155,84.5942,81.8,3.2
0,0,0,1,83.1,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0223,-0.0231,-0.0167,0,1.5,0,0,1.5,0,52.9,71.7,0,100.9,122.9,0,393.2,209.5,0,85.5086,84.8155,84.5157,82.4,0.7
0,0,0,1,83.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0084,-0.0082,-0.0047,0,1.5,0,0,1.5,0,52.7,71.7,0,100.9,122.9,0,393.2,207,0,85.3,84.7933,84.4885,77,6.8
0,0,0,1,83.9,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0011,-0.0007,-0.001,0,1.5,0,0,1.5,0,52.7,71.7,0,100.9,122.9,0,294.5,168.5,0,85.3,84.8088,84.4714,79.1,4.8
0,0,0.2,1,82.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.019,-0.0155,-0.0227,0,1.5,0,0,1.5,0,52.7,71.7,0,100.9,122.9,0,215.4,168.3,0,85.7173,84.8,84.4714,80.3,2
0,0,0,1,81.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.006,-0.0184,-0.0266,0,0.2,0,0,0.2,0,52.7,71.9,0,100.9,123.1,0,215.4,156,0,85.5304,85.0288,84.4485,81.2,0.6
0,0,1,1,82.4,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0073,-0.0032,-0.0145,0,0.2,0,0,0.2,0,52.7,71.9,0,100.9,123.1,0,215.4,155.5,0,85.3782,85.2288,84.4385,79.5,2.9
0,0,0,1,77,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0655,-0.0628,-0.0743,0,1.2,0,0,1.2,0,52.7,72.9,0,100.9,124.1,0,215.4,156.5,0,85.1478,85.1933,84.4871,80.3,3.3
0,0,0,1,79.1,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0272,-0.0161,-0.0358,0,1.2,0,0,1.2,0,52.7,72.9,0,100.9,92.1,0,215.4,156.5,0,84.7086,85.0355,84.3816,80.7,1.6
0,0,0,1,80.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0151,0.01,-0.0143,0,1.2,0,0,1.2,0,52.7,72.9,0,64.4,92.1,0,215.4,156.5,0,84.3565,84.9244,84.3408,78.8,1.5
0,0,0,1,81.2,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0112,0.0304,0.0028,0,1.2,0,0,1.2,0,46.6,53.9,0,64.4,92.1,0,215.4,156.1,0,84.1875,84.8155,84.3169,79.3,1.9
0,0,0,1,79.5,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0209,-0.0087,-0.0134,0,1.2,0,0,1.2,0,22.6,18.9,0,64.4,92.1,0,214.1,150.1,0,84.068,84.7311,84.2704,80.7,1.2
5.4,0,1.5,1,80.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.01,-0.0004,0.0014,0,1,0,0,1,0,6.8,12.9,0,64.4,86.1,0,209.8,146.1,0,83.852,84.6173,84.1816,79.2,1.1
0,0,0,1,80.7,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0049,0.0045,0.0091,5.4,2.5,0,5.4,2.5,0,9.7,4.4,0,68.8,84.9,0,171,136.6,0,83.62,84.5255,84.0845,76.7,4
0,0,0,1,78.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0235,-0.017,-0.0116,5.4,1.5,0,5.4,1.5,0,8.6,4.4,0,58.1,74.4,0,106.3,125.6,0,82.8739,84.4355,84.0314,77.8,1
0,0,0,1,79.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0063,-0.0079,-0.0085,5.4,1.5,0,5.4,1.5,0,8.6,4.4,0,58.1,74.4,0,106.3,125.6,0,82.7041,84.313,83.9785,77,2.3
0,0,0,1,80.7,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0176,0.0138,0.0085,5.4,1.5,0,5.4,1.5,0,8.6,4.4,0,58.1,74.4,0,106.3,125.6,0,82.3916,84.2063,83.9242,77,3.7
0,0,0.1,1,79.2,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0185,-0.005,-0.0108,0,0,0,0,0,0,8.6,4.4,0,58.1,74.4,0,106.3,125.6,0,82.1583,84.1333,83.9,75,4.2
0,0,0,1,76.7,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0315,-0.038,-0.0386,0,0.1,0,0,0.1,0,5.4,4.3,0,58.1,74.5,0,106.3,93.7,0,81.726,84.1086,83.8542,95,18.3
0,0,0,1,77.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0143,-0.0135,-0.0199,0,0.1,0,0,0.1,0,5.4,4.3,0,58.1,74.5,0,69.8,93.7,0,81.5166,83.9847,83.7842,85,7.2
0,0,0,1,77,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0102,-0.0115,-0.0256,0,0.1,0,0,0.1,0,5.4,4.3,0,52,55.5,0,69.8,93.7,0,81.368,83.8847,83.7271,73.5,3.5
0,0,0,1,77,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0,-0.0021,-0.0191,0,0.1,0,0,0.1,0,5.4,4.3,0,28,20.5,0,69.8,93.7,0,81.036,83.7382,83.6528,73,4
0,0,0,1,75,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0259,-0.0293,-0.0414,0,0.1,0,0,0.1,0,5.4,4.3,0,12.2,14.5,0,69.8,87.7,0,80.824,83.5979,83.5671,74.3,0.7
2,0,3.5,1,95,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.2666,0.2445,0.2237,0,0,0,0,0,0,5.4,2.8,0,9.7,4.5,0,68.8,85,0,80.484,83.1687,83.2785,73.3,21.7
0.6,0,0,1,85,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.1052,0.0323,0.0668,2,3.5,0,2,3.5,0,7.4,6.3,0,10.6,8,0,70.8,85,0,80.892,83.3166,83.4214,74.8,10.2
0,0,0,1,73.5,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.1352,-0.1352,-0.0869,2.6,3.5,0,2.6,3.5,0,8,6.3,0,11.2,8,0,68.8,79.5,0,80.876,83.202,83.4085,74.2,0.7
0,0,0,1,73,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0068,-0.136,-0.0879,2.6,3.5,0,2.6,3.5,0,8,6.3,0,11.2,8,0,60.9,78,0,80.416,82.8562,83.2442,71.3,1.7
0,0,0,1,74.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0178,-0.0371,-0.0637,2.6,3.5,0,2.6,3.5,0,8,6.3,0,11.2,8,0,60.7,78,0,80.012,82.5458,83.0857,73.1,1.2
0,0,0,1,73.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0134,-0.004,-0.0718,2.6,3.5,0,2.6,3.5,0,8,6.3,0,11.2,8,0,60.7,78,0,79.632,82.3479,82.96,74.2,0.9
0,0,0.5,1,74.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0204,0.0172,-0.0464,2.6,3.5,0,2.6,3.5,0,8,6.3,0,11.2,8,0,60.7,78,0,79.208,82.327,82.8028,73.4,1.4
4.6,0,1,1,74.2,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.008,0.0008,-0.0537,2.6,4,0,2.6,4,0,8,6.6,0,11.2,8.5,0,60.7,78.5,0,78.908,82.0812,82.8428,74.9,0.7
5.9,0,1.5,1,71.3,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.039,-0.0377,-0.0549,5.2,1.5,0,5.2,1.5,0,12.6,7.6,0,15.8,9.5,0,65.3,79.5,0,78.604,81.85,82.8628,74,2.7
9.8,0,0.5,1,73.1,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0252,-0.0045,-0.0052,10.5,3,0,10.5,3,0,18.5,8.1,0,18.5,10.8,0,71.2,81,0,78.16,81.5083,82.6814,73,0.1
0,0,0.3,1,74.2,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.015,0.0182,0.0105,20.3,3.5,0,20.3,3.5,0,28.3,8.6,0,28.3,11.3,0,81,81.5,0,78.004,81.2166,82.5242,74.8,0.6
0,0,0,1,73.4,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0107,0.0073,-0.0027,20.3,3.8,0,20.3,3.8,0,28.3,8.9,0,28.3,11.6,0,81,81.8,0,77.808,80.9458,82.3828,74.5,1.1
0,0,0,1,74.9,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0204,0.0181,0.0194,20.3,3.8,0,20.3,3.8,0,28.3,8.9,0,28.3,11.6,0,74.9,62.8,0,77.532,80.7918,82.2142,74.4,0.5
0,0,0,1,74,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.012,-0.0022,0.004,20.3,3.8,0,20.3,3.8,0,28.3,8.9,0,28.3,11.6,0,50.9,27.8,0,77.28,80.674,82.07,73.8,0.2
0,0,0,1,73,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0135,-0.0148,-0.0079,9.8,0.8,0,9.8,0.8,0,22.9,7.4,0,28.3,10.1,0,31.5,11.8,0,76.7608,80.1958,81.9157,75.1,2.1
0,0,0,1,74.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0246,0.0112,0.0188,0,0.3,0,0,0.3,0,22.9,7.4,0,28.3,10.1,0,31.5,11.8,0,76.6041,79.852,81.7514,76.1,1.3
0,0,0,1,74.5,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.004,0.0076,0.0079,0,0,0,0,0,0,22.9,7.4,0,28.3,10.1,0,31.5,11.8,0,76.532,79.5708,81.6128,77.2,2.7
0,0,0,1,74.4,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0013,0.004,0.0038,0,0,0,0,0,0,22.9,7.4,0,28.3,10.1,0,31.5,11.8,0,76.36,79.4673,81.5126,76,1.6
0,0,0,1,73.8,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.008,-0.0102,-0.0046,0,0,0,0,0,0,22.9,7.3,0,28.3,9.9,0,31.5,11.8,0,75.8347,78.9191,81.3929,75.7,1.9
0,0,0,1,75.1,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0176,0.0116,0.0121,0,0,0,0,0,0,22.9,7.3,0,28.3,8.9,0,28.3,11.6,0,75.75,78.8125,81.2647,76.5,1.4
0,0,0,1,76.1,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0133,0.0223,0.0252,0,0,0,0,0,0,22.9,7.3,0,28.3,8.9,0,28.3,11.6,0,75.724,78.6,81.1563,74.4,1.7
0,0,0,1,77.2,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,0.0144,0.0293,0.0358,0,0,0,0,0,0,22.9,7.3,0,28.3,8.9,0,28.3,11.6,0,75.7,78.5489,81.0676,73.2,4
0,0,0,1,76,992,7004.6,1654.6,934.5,7174.265,1601.12,1348.98,8888.6,3116,84.65,494.048,131.758,54,291,72,-0.0155,-0.0017,0.0115,0,0,0,0,0,0,22.9,7.3,0,28.3,8.9,0,28.3,11.6,0,75.676,78.522,80.9943,72,4
